businessId,businessName,food,good,place,like,great,go,back,really,us,little,nice,also,always,well,lunch,best,try,love,delicious,eat,friendly,made,come,fresh,way,rice,make,bit,staff,ever,definitely,tasty,sure,since,thing,amazing,favorite,special,tried,taste,find,flavor,price,excellent,places,prices,everything,every,lot,new,looking,top,friend,recommend,awesome,quality,large,quite,husband,found,perfect,enjoy,ill,super,coming,disappointed,wonderful,clean,close,fantastic,high,fan,end,yummy,week,quick,real,reason,portion,soon,flavorful,st,regular,often,choice,ice,reasonable,size,offer,valley,w,highly,az,mall,add,ra,usual,generous,thin,de,c,com,businessRating
rbeBreN9KOWipTUQsmiQ9g,India Grill,74,68,57,21,29,116,19,15,78,11,11,16,6,7,37,25,15,10,6,59,13,7,7,8,20,18,5,5,10,37,5,8,10,9,29,4,14,10,11,9,4,16,10,4,8,2,10,18,6,15,2,8,24,8,3,6,4,4,2,10,4,4,59,3,9,2,5,11,6,0,6,4,40,1,11,1,17,3,1,4,3,218,6,2,7,70,2,4,2,4,635,0,7,4,5,83,2,0,40,109,770,32,High
qdA4qiSXjaiuqO4SueH9VA,Burrito Express,31,17,30,22,11,54,8,6,46,10,1,5,7,6,2,9,9,9,4,28,5,6,3,4,18,11,8,6,2,30,5,2,5,5,13,6,1,2,5,8,2,0,8,4,3,5,1,6,3,1,3,6,10,2,7,2,2,5,1,1,1,3,28,2,2,1,0,1,1,0,3,4,17,1,1,5,9,2,0,1,0,136,1,1,1,19,2,5,1,1,363,1,9,2,3,25,1,0,20,93,446,22,High
Bl4ez1M0FVN6WKhD9QFNRQ,Subway,3,8,1,2,0,14,2,1,8,0,1,0,7,1,1,0,2,1,0,4,1,0,0,2,15,0,1,0,1,2,0,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,0,0,1,2,0,0,0,0,30,0,0,0,5,0,0,0,0,59,0,0,0,1,6,1,0,3,5,61,1,High
ukUuBT8zVXNC7Zz34cctAw,Shane's Rib Shack,27,53,34,30,18,84,7,16,51,14,6,10,19,8,8,13,7,10,5,50,5,4,7,4,29,7,6,3,7,21,3,0,5,4,16,2,4,10,5,11,2,5,7,2,7,2,3,8,3,1,2,7,9,1,5,1,4,5,3,4,1,3,21,0,0,0,0,3,5,1,4,1,34,1,4,6,22,3,5,1,2,127,2,1,1,32,2,3,2,1,410,0,3,2,2,40,5,0,18,89,467,11,High
htMf9hWX1cHscJOipXmjCA,Soma Cafe,18,20,13,12,6,27,4,8,33,6,4,2,1,4,6,3,5,3,1,20,1,5,3,5,3,2,5,1,0,14,5,4,1,1,20,0,3,3,3,8,1,1,2,1,3,1,6,8,7,4,0,3,6,1,0,0,1,2,0,1,0,4,10,0,1,2,0,0,2,0,2,1,9,2,2,1,8,0,2,1,0,76,5,0,1,14,0,0,0,1,202,0,1,1,4,16,2,0,21,33,178,8,High
U8VA-RW6LYOhxR-Ygi6eDw,Takamatsu's,17,27,26,14,18,71,10,6,68,9,7,15,10,7,24,9,14,8,5,35,6,0,10,5,15,16,7,6,2,17,3,2,4,2,6,4,1,8,4,6,2,5,6,3,4,3,2,4,2,3,1,4,8,2,3,0,3,1,2,1,0,3,17,0,1,0,1,2,1,0,2,1,14,6,7,4,9,1,6,1,1,116,0,0,1,35,0,1,2,2,327,0,5,6,1,30,3,0,9,71,348,16,High
dn9sB0Kok8cnkDhpcl7YCg,Gyro House,28,33,44,11,21,59,14,9,70,6,7,3,9,2,4,11,9,10,5,42,8,6,7,9,18,14,5,2,2,32,9,3,6,0,16,7,5,4,2,5,3,7,10,5,2,5,6,12,8,2,4,6,10,5,1,0,3,3,2,3,6,1,19,2,0,3,2,1,2,2,2,11,18,2,3,2,12,4,2,2,4,119,4,2,1,33,2,2,1,2,337,1,10,9,3,29,0,1,17,67,356,18,High
kcBHEBHnTx9ySJwOdaSgPA,Culver's,11,7,6,5,4,28,3,3,21,7,1,3,1,4,1,3,7,3,0,13,3,1,0,3,3,1,3,3,2,5,4,7,0,2,6,0,0,0,0,1,1,2,1,0,0,0,1,2,2,1,0,2,5,0,0,1,1,0,2,0,0,0,12,1,0,0,0,1,1,0,0,0,7,1,0,1,6,0,0,0,0,52,0,0,1,7,0,0,1,0,160,0,3,0,1,11,0,0,10,40,143,5,High
NhdIZvpM11d720SskLvRpA,Wendys,5,1,0,1,0,2,0,0,3,0,0,1,2,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,16,0,0,0,0,2,0,0,2,4,20,2,High
xBCfrESSbroTjhVcRfG4NA,Mi Pueblo,75,65,52,31,27,109,10,20,91,12,5,16,14,10,21,6,13,16,10,56,14,5,18,19,22,36,6,8,8,32,5,9,2,3,22,6,12,6,4,10,7,11,18,6,7,12,5,12,3,5,6,10,17,4,5,5,4,3,5,5,6,6,33,2,3,7,3,5,3,2,4,2,31,1,15,9,21,6,7,2,6,216,2,4,1,72,3,2,5,3,539,1,8,8,3,63,4,1,32,110,776,35,High
BRnnFoWl3iFydC5TwuGwgw,Chez Monieux,35,25,38,20,4,51,11,17,76,9,8,5,3,10,2,4,20,6,6,24,5,4,5,5,10,22,2,7,1,20,6,6,7,0,13,2,1,3,0,6,7,5,1,1,2,0,7,11,3,8,2,5,11,2,4,2,2,2,6,3,3,1,12,2,1,6,1,2,6,0,2,1,19,3,2,3,21,1,1,1,0,103,1,1,0,44,1,1,2,0,471,1,11,5,1,42,1,0,20,84,476,12,High
mpkqgw2QgMQUmhXdPwGGww,Sun Star Buffet,12,10,9,3,2,16,3,1,14,2,2,1,0,3,2,3,3,1,1,10,2,1,0,3,0,3,2,0,1,6,0,2,0,2,7,0,2,0,0,2,1,1,1,0,1,0,3,3,2,1,1,0,2,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,35,1,0,0,6,0,2,0,0,67,0,0,0,0,14,1,0,8,11,93,1,High
EGiGWZp_zSqdeftiFQ7MbA,Cantina Laredo,145,115,85,70,76,217,39,43,239,20,43,20,18,25,16,19,23,34,22,130,6,26,14,22,42,51,25,19,14,72,18,11,11,9,71,18,13,11,9,32,10,20,31,17,5,8,7,20,14,14,10,13,20,14,7,7,18,9,8,5,11,18,113,3,4,4,6,5,5,9,7,23,62,7,8,9,50,11,4,4,3,467,9,1,9,189,5,8,4,2,1546,6,22,14,5,182,6,1,97,354,1977,75,High
19hZVXTJ8nGUMBsuIfgm5g,Petes Fish & Chips,8,10,7,7,2,21,1,4,16,5,0,0,4,0,0,2,5,5,1,7,1,0,2,0,9,1,2,1,0,5,1,0,0,2,7,0,0,1,0,1,1,3,1,0,0,1,0,3,3,2,1,1,1,0,0,0,0,0,0,0,2,2,3,1,0,1,0,0,0,0,0,1,2,0,0,0,9,0,0,0,0,24,0,0,0,3,0,0,1,0,81,0,0,0,5,11,1,0,10,25,142,5,High
jiWAo2z_seY5pQwhzrJiYA,EVO,89,76,54,39,91,149,69,38,243,16,36,26,8,33,2,8,38,25,22,150,19,24,34,11,30,20,17,23,23,65,25,12,13,11,49,33,14,12,16,15,6,11,19,9,3,7,12,28,17,31,7,15,48,17,19,7,8,6,7,2,17,16,49,6,10,5,9,3,3,11,8,13,101,7,9,5,43,10,5,3,3,425,3,1,3,121,2,7,10,2,1369,3,36,12,12,171,7,2,65,254,1345,95,High
DJze-lgFSmKJtMROr2Vddw,Loi Nam Oriental Market,2,3,0,1,2,6,1,0,2,3,1,0,0,1,0,0,1,1,1,9,2,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,10,0,0,0,2,0,0,0,0,30,0,0,1,0,4,0,0,0,7,28,2,High
JJi5HMpypL3xNB5HjTMeCg,Silver Spoon Cafe,5,5,3,5,2,15,7,7,16,5,4,6,1,2,14,0,5,2,0,9,1,2,2,2,4,2,3,0,1,6,0,4,0,1,7,0,0,5,0,1,0,0,2,1,1,0,3,5,1,1,0,1,3,1,1,0,1,1,1,2,0,0,6,0,0,1,0,0,4,0,0,0,8,1,3,1,8,1,0,2,0,57,0,0,0,10,0,0,0,0,162,0,1,2,0,21,0,0,8,29,168,4,High
K3ixgWzwRVWYt3Kc1JqQ9A,Mr. Goodcents,0,7,2,5,1,10,1,1,5,1,0,0,0,2,0,0,0,1,2,10,2,2,1,2,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,0,0,4,0,0,0,0,53,0,0,0,0,3,0,0,3,12,53,1,High
BCsYkzqxGY_xmi5q_ayFDw,Rancho Pinot Grill,37,32,29,20,18,67,14,10,99,15,19,7,4,15,4,7,16,6,11,46,5,13,3,17,18,7,12,8,7,31,6,7,6,4,20,9,10,10,3,9,8,11,5,11,3,0,5,13,7,5,2,8,17,8,3,4,1,4,6,4,16,10,35,3,2,3,3,3,0,5,7,8,39,5,4,1,12,2,2,0,3,293,0,2,4,61,1,4,2,4,733,2,12,16,7,129,1,0,30,162,874,34,High
eV25RVJvKcvPQqxSde0lBQ,La Katra Hot Dog Cart,10,6,4,6,3,9,0,1,21,6,1,3,1,2,0,1,2,1,1,6,1,1,2,1,6,1,3,2,0,6,0,0,2,0,17,0,0,6,2,0,1,3,1,0,0,0,1,3,2,0,0,6,2,1,0,0,0,0,0,0,1,0,13,0,1,1,0,1,2,1,1,1,6,1,4,1,1,1,0,0,0,34,0,0,1,7,0,0,0,0,146,0,1,3,3,20,0,1,21,14,138,4,High
cQNUozVuJglYjbBx7N8v_Q,Picnic Company Restaurants,5,5,9,4,4,15,3,1,16,4,1,3,1,1,5,2,5,4,2,8,0,2,1,4,1,1,0,1,0,1,2,0,0,1,3,0,4,0,0,4,1,1,1,0,1,0,0,0,0,0,1,2,0,3,1,0,2,0,0,0,0,1,7,0,1,0,0,0,2,0,1,1,4,0,0,0,3,0,1,1,0,34,0,0,1,4,0,1,4,0,75,0,2,0,1,7,0,1,4,20,132,13,High
PR5KXD_CUs05MGfXJ8CS3Q,Pei Wei - Asian Inspired. Freshly Made.,46,32,21,20,7,74,12,10,78,8,4,4,17,6,0,0,4,10,2,29,2,4,3,3,34,30,7,6,2,27,0,4,3,2,22,0,3,1,4,6,5,0,8,0,1,5,4,9,6,3,2,3,12,2,2,2,2,2,1,0,1,4,14,1,0,4,1,5,2,0,3,0,21,1,3,5,12,3,6,0,0,129,1,1,3,54,1,1,4,0,458,1,1,3,4,47,9,0,32,91,569,13,High
dt6fDypVLgUqs_d-KGsHhw,Sonic Drive In,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2,6,0,High
4rySWsfL5enT7t4XuVNJuQ,Jerry's Restaurant,67,59,68,42,37,121,26,14,112,9,10,12,30,13,3,15,15,28,13,60,10,12,11,12,48,14,6,12,15,30,7,4,2,9,29,2,1,5,3,10,3,3,12,4,8,7,4,12,2,9,2,16,21,4,7,2,4,5,3,2,8,4,38,9,4,0,1,7,3,2,1,4,34,7,8,9,16,8,2,1,2,300,3,5,5,77,3,3,4,1,701,0,9,1,0,75,8,1,46,178,863,36,High
c7pCjV1jaM1-o6FS0gB9Zg,King Buffet 2000,24,17,22,17,1,37,6,6,39,5,8,7,3,3,3,7,6,4,1,11,5,1,1,3,5,12,8,3,3,27,2,3,3,4,20,0,4,4,5,1,4,1,6,4,0,2,8,13,12,5,1,4,5,2,0,0,3,1,1,3,0,7,15,1,1,0,3,0,2,0,2,0,9,1,0,1,6,2,2,2,0,103,0,0,1,30,0,1,4,0,265,0,4,1,1,39,5,0,21,31,314,9,High
trAvQPp7gps0Btk-2AmLpw,Zoes Kitchen,96,72,76,75,39,159,31,35,209,9,24,26,36,28,50,8,29,36,11,91,8,11,21,32,57,29,21,14,13,52,2,16,6,4,63,7,11,7,15,24,7,18,20,3,4,4,6,19,13,10,7,11,19,6,6,3,1,11,10,7,5,4,87,9,3,3,1,8,5,2,5,12,44,6,8,22,38,10,3,2,2,386,3,8,3,99,0,3,5,0,1032,1,11,7,16,123,13,2,86,228,1413,52,High
wJ-JsU531VcSKta0oFh15Q,D'Vine Bistro & Wine Bar,46,63,61,24,70,126,19,19,195,20,20,15,24,26,4,14,14,19,9,107,6,16,13,2,43,21,10,13,12,46,9,6,7,5,26,11,16,17,9,7,9,16,21,17,4,5,5,18,12,9,4,25,23,7,8,7,3,6,1,3,25,16,45,9,3,1,7,1,4,8,6,11,46,5,7,3,21,12,6,1,0,326,8,2,8,98,2,2,4,7,1042,2,14,9,7,84,4,0,36,180,1070,43,High
DF-7XU1Wncxx3XqZoiIIGg,Paradise Bakery,8,13,20,7,11,32,2,3,44,1,5,5,9,2,3,2,2,10,2,23,3,2,1,1,10,2,4,6,5,15,2,3,2,0,8,2,3,1,3,2,2,1,2,1,4,0,5,9,1,3,2,6,5,2,1,0,2,0,1,2,0,3,10,0,2,0,2,3,2,0,1,5,11,1,1,3,4,0,1,1,0,73,1,1,1,16,0,0,3,1,183,0,4,3,1,36,2,0,10,32,240,10,High
MJ6_uOT55dq5ALphFqMVkw,Lenny's Burger Shop,66,85,83,49,41,173,29,23,212,18,6,23,14,25,41,28,26,24,26,115,14,14,15,12,37,19,15,14,9,62,13,11,8,9,47,16,9,13,4,18,9,12,19,2,6,6,11,29,15,7,10,22,18,7,12,4,5,2,3,7,8,5,69,9,4,2,4,15,16,3,11,8,38,3,8,13,28,16,4,5,2,387,5,7,1,65,3,5,4,1,1000,3,20,16,10,129,6,3,59,245,1239,59,High
NtmLlKfCFfM0K5j6WWKxQA,Heidi's Brooklyn Deli,22,32,26,19,18,74,16,5,76,10,4,9,8,10,11,8,9,19,10,47,8,12,7,22,17,9,13,6,7,34,5,2,5,2,24,1,1,4,3,5,1,3,9,3,2,1,4,9,8,9,3,5,10,6,4,2,0,5,3,3,1,4,23,1,3,2,3,1,0,5,3,8,23,1,4,2,9,4,5,0,1,135,2,2,8,36,1,1,5,4,477,2,4,3,2,43,8,3,30,120,549,22,High
M6fjHpkL9IRI-nI0BattRw,The Main Ingredient Ale House And Cafﾒﾩ,230,268,324,183,297,573,126,137,893,78,99,92,61,101,71,63,83,179,78,503,65,74,57,38,125,56,55,66,45,213,66,41,46,43,165,53,56,33,44,32,29,33,56,22,42,28,30,72,44,59,21,54,190,38,56,8,14,22,14,24,52,62,264,23,16,16,15,7,19,15,31,41,302,19,31,21,166,33,15,18,13,1368,12,13,22,347,13,13,21,3,4427,15,80,45,33,453,23,13,219,916,5255,219,High
xU10GeaLiXcozY8PDMSlKA,Last Exit Bar & Grill,0,9,6,2,1,13,1,2,15,0,2,3,0,1,0,0,1,1,0,3,1,0,0,0,4,1,3,1,2,4,0,0,0,0,3,1,1,1,0,0,1,0,1,0,0,1,1,2,0,0,0,0,3,0,3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,0,6,0,2,0,2,0,0,0,0,33,0,0,0,4,0,0,0,0,73,0,1,4,1,19,1,0,4,17,100,4,High
byFWmwlVSmUj-AmM6NZYvw,In-N-Out Burger,18,22,22,22,12,41,5,10,58,4,5,4,13,6,5,8,4,15,0,32,2,9,7,15,24,1,8,4,1,27,1,4,4,5,13,1,3,3,3,6,4,0,1,1,2,1,4,10,4,0,1,3,4,2,2,6,0,1,2,5,0,1,18,1,0,1,0,2,3,1,1,5,10,1,1,2,12,2,0,0,0,147,2,1,2,19,1,1,0,0,258,0,4,1,2,24,4,0,17,59,325,19,High
qw93CjlAZ6a4ff11Z-hF3Q,Crescent Ballroom,105,115,181,127,183,271,80,84,507,32,47,46,51,42,6,39,32,75,26,305,31,16,41,10,104,40,40,20,30,142,30,14,24,17,91,38,28,18,7,6,19,9,33,8,15,12,15,66,28,27,10,34,70,20,29,8,23,11,3,7,26,29,124,12,21,3,5,10,14,19,20,30,175,3,27,7,93,27,1,9,1,874,6,4,3,125,7,25,8,7,2373,8,52,57,21,266,10,0,127,412,3070,125,High
iA5_BIxzVc6KBg1YcFy9sg,Wildflower Bread Company,1,1,0,0,3,3,0,0,3,0,3,1,0,2,2,0,0,2,0,3,1,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,9,0,0,0,5,0,0,0,0,21,0,0,1,0,3,0,1,0,3,31,3,High
adPVJMkRrS8_3VHQKw5-qw,La Frontera,25,16,14,9,9,28,4,2,32,4,1,2,0,6,3,8,5,5,3,26,0,8,0,5,2,5,2,4,0,12,1,0,3,4,10,4,1,2,1,4,5,2,3,2,1,0,2,7,5,0,4,5,2,1,7,0,1,0,3,2,4,0,22,1,2,1,0,0,3,1,0,2,7,1,0,0,4,1,0,1,0,80,0,0,0,12,0,1,0,0,181,0,6,1,1,26,0,0,11,59,335,6,High
dALQVAx5qdF3F-JzT32ELg,Heavenly Bakeshop and Catering,2,7,4,12,3,25,9,2,20,3,2,8,1,2,0,1,14,7,2,11,4,5,2,5,5,8,2,3,0,6,4,1,1,1,9,0,1,1,4,3,1,5,2,0,1,1,2,4,3,4,1,9,4,1,0,0,1,0,0,2,0,1,12,0,0,0,2,1,1,0,0,1,11,0,5,1,2,1,0,1,0,59,0,0,0,14,0,0,1,0,172,0,1,1,0,14,0,0,13,49,196,7,High
GpK9MeUjEd7rwhejG2ykww,5 & Diner,86,76,74,58,56,162,31,22,215,14,29,15,34,16,7,13,9,36,12,121,20,16,21,7,59,21,16,14,20,64,8,3,13,7,48,6,9,9,11,10,7,5,21,12,8,7,11,23,11,11,8,20,41,6,10,7,4,1,1,6,8,18,63,6,9,4,1,5,7,2,4,6,58,4,8,9,26,6,2,3,2,437,4,2,3,131,2,6,4,0,1155,2,8,8,6,130,7,2,59,217,1327,68,High
RGFKaBRV_HO-ZJb_euKdhQ,El Chiltepin Mexican Food,5,8,3,3,0,17,2,4,13,1,0,3,0,0,1,1,2,1,1,3,3,3,0,2,1,3,1,1,1,4,0,1,5,0,1,1,0,1,5,0,0,1,2,0,1,2,1,1,2,1,0,2,4,0,0,2,0,0,1,2,0,0,3,0,0,0,0,1,0,0,0,0,5,1,0,1,6,1,1,0,0,25,0,0,0,5,0,1,0,0,69,0,1,2,0,11,1,0,5,13,77,1,High
xY5BFKQFo5iLDhXxihkduQ,Pollo Sabroso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High
7Z_VmjR74f2Wf-hTBPDF3g,Oak's Diner & Flapjacks,30,47,51,20,21,101,13,2,108,14,5,14,14,15,4,3,10,22,7,40,13,8,13,6,26,6,10,6,8,39,4,1,7,4,18,6,2,8,0,6,6,2,6,4,3,2,6,20,7,8,7,7,18,2,2,1,3,0,7,3,11,3,30,2,5,2,1,2,2,1,2,7,32,1,4,6,4,2,7,2,0,206,3,0,4,46,1,1,4,0,641,0,7,3,7,53,3,1,24,131,699,30,High
zARGEdB0JyPCPR0f3FKGxQ,Chili's Grill & Bar,17,9,2,9,11,19,7,8,27,4,8,2,1,3,12,1,0,1,2,20,1,0,3,1,5,1,2,3,1,9,1,4,6,2,8,0,0,2,0,2,0,1,1,3,1,0,3,3,1,2,0,5,4,0,4,1,3,1,0,1,0,1,8,1,0,0,0,0,0,0,1,0,7,0,2,0,9,0,0,0,0,45,3,2,1,21,0,0,1,0,163,0,0,2,1,19,1,0,11,19,186,8,High
9xbQT85RGZmQK-bFcDUXTQ,Bill Henry's Texaco Food Mart,3,2,3,0,2,2,0,0,3,0,1,3,1,0,1,0,1,1,0,2,0,1,0,1,1,0,1,0,0,2,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,0,0,1,0,0,0,0,14,0,0,0,2,0,0,0,0,26,0,0,0,0,3,0,0,3,6,36,1,High
2RPFwqKLkDRa1_2M2bJ6Eg,Mad G's Grill & Tavern,10,8,17,6,8,26,7,9,25,2,5,5,1,5,1,1,6,1,4,12,3,5,3,1,8,6,5,1,1,8,2,1,1,3,7,0,1,1,0,3,0,0,6,0,3,3,2,6,4,6,2,2,8,0,3,0,0,1,0,1,1,7,12,2,4,0,1,1,2,0,0,2,15,0,1,2,9,0,1,0,0,60,0,0,2,21,0,0,0,0,217,0,0,2,2,16,0,0,10,60,248,12,High
UksBiIoqV0sr4kcqBOE4nQ,Lenny's Burger Shop,12,15,8,9,6,27,5,3,25,3,2,2,4,2,4,2,7,6,1,11,0,9,2,1,6,2,1,2,0,12,4,2,3,0,8,3,2,1,1,6,1,5,2,0,2,1,1,2,0,1,1,1,2,1,3,2,1,2,0,0,1,2,13,0,0,2,0,0,3,0,2,0,15,1,0,0,3,0,0,0,0,55,2,0,1,11,0,0,0,1,152,0,4,1,3,14,2,0,13,38,186,7,High
ZpOCuKJCrgyLfOsiPxoDLg,BluBurger Grille,0,4,5,0,2,7,2,0,9,1,1,1,1,4,0,1,1,0,2,6,1,0,0,2,3,1,0,0,1,3,1,2,1,0,2,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,3,0,3,0,1,1,0,0,0,0,1,0,3,0,1,1,0,0,0,1,1,16,0,0,0,5,0,0,0,0,63,1,0,2,0,3,1,0,5,16,70,2,High
VKxn7zmp8nOYT-ZHFZTjgA,Mariscos Ensenada,11,9,2,4,3,13,4,2,21,1,3,2,1,2,1,4,2,3,4,6,1,2,1,0,2,3,1,0,1,4,5,1,0,2,3,1,0,1,0,2,0,0,2,0,0,0,0,0,0,2,0,4,4,2,1,0,1,0,0,0,1,0,9,1,1,0,0,0,2,2,0,2,6,0,0,1,4,1,1,1,0,23,0,1,0,10,0,0,0,0,93,0,1,0,0,4,1,1,6,21,114,6,High
UWrB5H3G-hhiHMy3iKV2ew,Cheese 'n Stuff,19,33,79,38,27,79,17,22,114,22,11,13,17,10,19,12,24,26,11,87,13,9,6,7,35,13,20,7,2,40,2,3,6,9,32,6,8,9,5,5,9,2,13,2,5,5,4,16,10,9,3,13,19,3,5,7,1,0,3,1,4,9,27,6,2,2,5,2,4,2,9,9,29,4,6,5,26,7,4,1,0,246,2,4,3,53,3,5,0,2,679,2,11,9,6,87,6,1,41,152,899,21,High
-4A5xmN21zi_TXnUESauUQ,D'lish,253,170,266,152,167,444,105,98,663,82,57,79,59,46,76,47,96,139,75,306,89,36,51,79,140,49,72,42,57,197,46,47,40,34,172,47,35,20,48,37,25,33,46,25,19,12,43,95,43,29,21,62,139,34,48,21,8,18,12,14,40,36,148,42,14,13,9,7,18,12,17,30,222,24,24,52,105,18,6,16,5,1333,14,10,14,287,9,9,24,2,2962,12,70,49,31,283,34,1,221,640,3839,150,High
yyahaWDdm1Hes99IZkSJPg,In-N-Out Burger,35,28,26,31,12,69,5,13,86,10,10,6,24,12,5,14,3,18,4,36,9,10,8,24,41,4,8,10,4,35,2,2,7,3,20,2,0,3,1,12,6,3,4,0,4,3,5,14,19,2,2,6,13,2,4,4,1,3,0,1,4,2,24,1,5,1,0,10,4,0,4,3,24,2,0,3,19,6,1,1,0,198,6,3,1,41,1,1,0,0,428,2,10,3,8,82,8,0,33,84,604,25,High
LxNehlnStQY_rxEwiPof_g,King Gyros,56,56,78,37,38,119,23,21,139,9,11,7,13,10,15,32,12,24,18,91,14,15,22,21,25,23,15,11,3,54,8,10,5,7,40,11,9,2,14,21,12,10,15,5,12,5,12,22,11,4,4,5,21,4,5,6,0,3,5,6,6,4,47,7,4,1,4,3,12,5,4,10,35,3,6,3,24,8,5,2,2,257,4,2,1,54,4,1,3,6,635,1,16,17,5,55,4,2,50,124,703,41,High
9gGnlsFKiAYu3kDPATWm-w,Flaming Kabob 2,5,5,3,0,2,10,0,1,8,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,1,1,1,0,1,1,2,0,0,3,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,2,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,2,0,0,24,0,0,0,3,1,1,3,0,47,0,0,1,0,6,0,0,3,5,37,5,High
setfRzkAcOPxKH5TZLTqJQ,Olive & Ivy,21,24,14,9,6,36,1,3,49,6,2,3,1,8,2,4,3,2,6,18,3,13,0,9,7,4,6,3,8,12,1,1,5,1,8,1,0,2,3,4,3,2,4,0,1,0,1,6,2,7,1,2,4,3,1,0,0,2,0,1,1,0,14,1,0,0,2,1,1,0,1,0,12,0,0,8,4,0,0,0,1,124,3,3,2,15,0,1,5,1,245,1,1,1,7,35,1,0,11,64,284,7,High
GPAg6fpHEiYNDbd_QWTc8g,Horse & Hound Sports Grill,15,16,24,14,12,41,6,11,63,7,4,9,4,11,2,5,3,1,0,23,2,1,5,0,14,5,6,2,2,23,3,0,8,0,13,1,4,4,2,2,1,3,5,0,1,3,1,7,8,7,2,9,9,1,3,3,3,1,0,1,2,1,20,3,3,1,1,0,1,0,4,5,28,1,4,1,17,6,0,1,0,98,1,0,2,23,4,4,2,1,358,0,3,0,1,56,2,0,17,78,423,24,High
mqLIvIVWmV00VWo3L5pj3Q,Cowboy Ciao,39,25,20,11,18,43,10,10,67,6,12,9,0,10,4,14,11,12,3,44,5,3,5,5,14,8,7,8,6,20,5,3,5,5,11,10,1,2,3,8,4,2,8,2,2,2,0,6,2,3,0,18,9,4,5,2,1,3,0,1,7,3,21,3,2,1,2,2,1,1,1,3,32,0,1,5,14,0,2,1,0,176,2,2,0,34,0,1,2,0,462,0,11,4,3,65,1,1,20,93,444,20,High
3bgGr1fc_tQtHXdqtHYMlg,Benny's Burgers & BBQ,4,5,6,6,4,12,2,1,16,0,4,2,1,0,0,2,0,4,2,9,2,1,1,1,1,1,2,1,2,7,1,1,1,0,6,0,0,1,2,0,2,2,1,0,0,0,3,4,1,5,0,2,3,1,2,0,1,1,1,0,0,1,7,0,0,0,0,4,2,0,0,0,4,0,0,1,1,1,0,0,0,25,0,0,0,10,1,0,0,1,81,0,0,1,3,6,0,0,7,16,88,4,High
dpnUnyzN_by1MER7F8ezzA,Gyrosology,19,12,9,5,14,24,11,3,27,2,3,2,3,3,2,1,5,2,3,28,4,2,4,8,6,5,5,2,0,4,8,5,3,4,5,0,1,2,2,2,1,0,4,0,0,3,2,2,3,2,1,2,5,2,2,0,0,0,0,3,2,3,9,7,4,1,0,1,1,1,1,1,8,0,0,2,3,2,1,1,0,38,1,0,0,15,2,0,1,1,131,1,2,2,0,13,0,0,6,27,149,11,High
