"name","type","city","state",stars,review_count
"Michael E Steinberg DDS","business","Scottsdale","AZ",4.0,10
"Moses Shoe & Luggage Repair","business","Scottsdale","AZ",3.0,5
"Paradise Valley","business","Paradise Valley","AZ",2.5,3
"Pei Wei Asian Diner","business","Scottsdale","AZ",3.5,53
"Pinon Grill","business","Scottsdale","AZ",2.5,15
"Rancho Pinot Grill","business","Paradise Valley","AZ",4.0,52
"Destiny's Bride","business","Scottsdale","AZ",4.5,22
"Mandy's","business","Scottsdale","AZ",5.0,4
"Scottsdale Marketplace","business","Paradise Valley","AZ",4.0,7
"Dirty Dogg Saloon","business","Scottsdale","AZ",3.5,51
"Small Change","business","Paradise Valley","AZ",2.5,3
"Aj's Purveyor of Fine Foods","business","Paradise Valley","AZ",4.0,44
"The Keg Steakhouse + Bar","business","Phoenix","AZ",4.0,120
"Barro's Pizza","business","Cave Creek","AZ",4.0,6
"Hampton Inn","business","Scottsdale","AZ",3.0,9
"Two Plates Full","business","Paradise Valley","AZ",3.5,3
"My Sister's Closet","business","Paradise Valley","AZ",3.5,64
"Arizona Arthritis & Rheumatology Associates","business","Paradise Valley","AZ",1.0,6
"Scottsdale Medical Imaging LTD","business","Scottsdale","AZ",3.0,12
"Jo-Ann Etc","business","Paradise Valley","AZ",4.0,9
"Azadi Fine Rugs","business","Scottsdale","AZ",2.5,3
"Paradise Valley Dental Group PC","business","Paradise Valley","AZ",3.0,4
"My Sister's Attic","business","Scottsdale","AZ",3.5,5
"Village Wine Cellar","business","Paradise Valley","AZ",3.5,6
"Ritzy Rags and Shoes","business","Paradise Valley","AZ",3.5,3
"Camelback Golf Club","business","Scottsdale","AZ",3.5,15
"California Pizza Kitchen","business","Scottsdale","AZ",3.5,32
"Elements","business","Paradise Valley","AZ",4.0,255
"My Sister's Attic","business","Scottsdale","AZ",4.0,13
"Cvs Pharmacy","business","Paradise Valley","AZ",2.5,10
"Garduno's Margarita Factory & Blue Agave","business","Paradise Valley","AZ",2.5,20
"NYPD Pizza","business","Scottsdale","AZ",3.5,63
"Thai Thai","business","Paradise Valley","AZ",4.0,5
"Roy's Scottsdale","business","Paradise Valley","AZ",3.5,9
"Razz's Restaurant & Catering","business","Scottsdale","AZ",4.0,84
"Park Ridge Vacuum","business","Paradise Valley","AZ",5.0,5
"The Borgata of Scottsdale","business","Paradise Valley","AZ",2.5,7
"Pagani Matthew DDS","business","Scottsdale","AZ",5.0,3
"Terroir Wine Pub","business","Scottsdale","AZ",4.0,55
"Ekmark & Ekmark","business","Paradise Valley","AZ",1.0,5
"Richard J Croft DDS","business","Paradise Valley","AZ",3.0,4
"Jennifer Linder MD","business","Scottsdale","AZ",4.0,9
"Cosanti Originals","business","Paradise Valley","AZ",5.0,12
"Acacia Creek Apartments","business","Scottsdale","AZ",2.5,5
"Guitar Gallery","business","Paradise Valley","AZ",5.0,8
"JW Marriott Scottsdale Camelback Inn Resort & Spa","business","Scottsdale","AZ",4.0,144
"Sanctuary Resort on Camelback","business","Paradise Valley","AZ",4.5,116
"Bridwell Automotive Center","business","Scottsdale","AZ",4.0,24
"The Scottsdale Plaza Resort","business","Scottsdale","AZ",3.0,91
"The Franciscan Renewal Center","business","Paradise Valley","AZ",4.0,17
"The Smoke Tree Resort","business","Scottsdale","AZ",4.5,3
"Quilted Bear","business","Paradise Valley","AZ",2.0,4
"El Torito Mexican Restaurant & Cantina","business","Paradise Valley","AZ",3.5,19
"Residence Inn Scottsdale Paradise Valley","business","Scottsdale","AZ",4.0,8
"Landis Cyclery","business","Tempe","AZ",3.0,18
"Trader Joe's","business","Scottsdale","AZ",4.5,83
"Mancuso's Northern Italian Continental Cuisine","business","Paradise Valley","AZ",3.5,3
"Scottsdale Tangles Salon","business","Paradise Valley","AZ",4.5,7
"Remington's Restaurant","business","Scottsdale","AZ",3.0,54
"Village Tavern","business","Scottsdale","AZ",3.5,119
"The Cove Trattoria","business","Paradise Valley","AZ",3.5,125
"Dairy Queen","business","Scottsdale","AZ",3.0,15
"Tiramisu Ristorante","business","Paradise Valley","AZ",4.5,17
"Scottsdale Smile Center","business","Scottsdale","AZ",4.0,5
"Cochise Animal Hospital","business","Scottsdale","AZ",5.0,7
"Ruth's Chris Steak House","business","Scottsdale","AZ",4.0,141
"Thaifoon Taste of Asia","business","Paradise Valley","AZ",2.0,5
"Denny's Restaurant","business","Paradise Valley","AZ",2.5,6
"Rumors Salon","business","Scottsdale","AZ",4.5,48
"Bear Arms","business","Scottsdale","AZ",4.0,19
"La Locanda Ristorante Italiano","business","Paradise Valley","AZ",4.0,5
"Biglaiser Leo Optometrist","business","Phoenix","AZ",3.5,4
"Cigna Medical Group - Paradise Valley Medical Center","business","Phoenix","AZ",4.0,3
"Unitarian Universalist Early Education Cooperative","business","Paradise Valley","AZ",5.0,4
"Desert View Learning Center","business","Paradise Valley","AZ",4.0,4
"Lon's At the Hermosa","business","Paradise Valley","AZ",4.0,196
"Hermosa Inn","business","Paradise Valley","AZ",4.0,18
"Douglas W Beals DDS MS","business","Scottsdale","AZ",4.0,5
"Highlands Church","business","Scottsdale","AZ",4.5,7
"Pei Wei Asian Diner","business","Scottsdale","AZ",3.5,36
"Discount Tire Co","business","Scottsdale","AZ",5.0,3
"My Sister's Closet","business","Scottsdale","AZ",4.5,5
"Pinnacle Peak General Store","business","Scottsdale","AZ",4.0,32
"The Quintessential Bride and Formal Wear","business","Scottsdale","AZ",4.5,3
"Southwest Wildlife Rehabilitation & Educational Foundation","business","Scottsdale","AZ",5.0,4
"Pinnacle Peak Eye Care","business","Scottsdale","AZ",5.0,6
"Nick's at Grayhawk","business","Scottsdale","AZ",3.5,13
"US Bank North Pima Rd Safeway","business","Scottsdale","AZ",3.0,4
"Bistro Provence","business","Scottsdale","AZ",4.0,18
"Domino's Pizza","business","Scottsdale","AZ",3.0,4
"Scottsdale Villa Mirage","business","Scottsdale","AZ",3.0,19
"Rascal's Ranch","business","Scottsdale","AZ",4.0,3
"Pane e Vino","business","Scottsdale","AZ",4.0,26
"Pat's Cleaners","business","Scottsdale","AZ",3.5,6
"Hornacek House of Golf","business","Scottsdale","AZ",4.5,3
"Quill Creek Cafe","business","Scottsdale","AZ",3.5,15
"Grayhawk Golf Club","business","Scottsdale","AZ",3.5,17
"Tanya's Nails","business","Scottsdale","AZ",3.5,5
"Rawhide At Wild Horse Pass","business","Chandler","AZ",3.5,107
"Sanctuary Golf Course At Westworld the","business","Scottsdale","AZ",3.5,7
"Thompson Peak Family Care","business","Scottsdale","AZ",2.5,3
"Subway","business","Scottsdale","AZ",4.0,6
"Toyama","business","Scottsdale","AZ",4.0,64
"Residence Inn by Marriott","business","Scottsdale","AZ",4.0,10
"Summit Cleaners","business","Scottsdale","AZ",2.5,3
"Thai Pan Fresh Exotic Cuisine","business","Scottsdale","AZ",4.0,23
"FedEx Office Print & Ship Center","business","Scottsdale","AZ",2.0,7
"Village Inn","business","Scottsdale","AZ",3.0,17
"Compass Bank","business","Scottsdale","AZ",3.0,3
"Sheraton Desert Oasis Villas","business","Scottsdale","AZ",4.0,31
"Starbuck's Coffee Corporation","business","Scottsdale","AZ",4.5,4
"Caffe Portobello","business","Scottsdale","AZ",3.0,13
"Cardiovascular Consultants","business","Scottsdale","AZ",3.0,4
"Pinnacle Peak Ace Hardware & Paint","business","Scottsdale","AZ",3.5,11
"Chris Lewandowski DDS","business","Scottsdale","AZ",4.5,7
"Charleston's","business","Scottsdale","AZ",4.0,81
"Amazing Carpet & Tile Cleaning","business","Scottsdale","AZ",5.0,10
"Pinnacle Peak Country Club","business","Scottsdale","AZ",5.0,3
"North Scottsdale Nursery and Cactus","business","Scottsdale","AZ",3.5,4
"Roma Barber Shop","business","Scottsdale","AZ",4.0,4
"Willow Stream Spa at the Fairmont","business","Scottsdale","AZ",4.5,62
"Pinnacle Peak Dentistry PC","business","Scottsdale","AZ",5.0,5
"Amore Pizza & Wings","business","Scottsdale","AZ",3.5,7
"Animal Hospital At Grayhawk","business","Scottsdale","AZ",4.0,4
"The Grill","business","Scottsdale","AZ",4.0,21
"La Hacienda","business","Scottsdale","AZ",4.5,6
"Salon At the Peak","business","Scottsdale","AZ",4.0,5
"Pinnacle Peak Pizza","business","Scottsdale","AZ",4.5,4
"Seven Sisters Sweet Shop","business","Scottsdale","AZ",5.0,4
"Jade Palace","business","Scottsdale","AZ",4.0,68
"Pinnacle Peak Animal Hospital","business","Scottsdale","AZ",4.5,12
"Safeway","business","Scottsdale","AZ",3.0,9
"Persian Room","business","Scottsdale","AZ",4.0,273
"Cox Residential Digital Solutions Store","business","Scottsdale","AZ",2.5,14
"Pillars At Scottsdale","business","Scottsdale","AZ",2.5,11
"Precision Eyecare of Grayhawk","business","Scottsdale","AZ",2.5,3
"Courtyard by Marriott","business","Scottsdale","AZ",4.0,14
"Springhill Suites by Marriott","business","Scottsdale","AZ",4.0,12
"Crown Court Apartments","business","Scottsdale","AZ",1.5,10
"Maximum Fitness","business","Scottsdale","AZ",4.5,14
"Arizona Bread Company","business","Scottsdale","AZ",4.0,34
"Shogun Express","business","Scottsdale","AZ",3.5,8
"Soundwerks","business","Scottsdale","AZ",4.5,14
"Scottsdale","business","Scottsdale","AZ",3.0,6
"H&R Block","business","Scottsdale","AZ",3.5,5
"Papago Brewing","business","Scottsdale","AZ",4.0,327
"Goodwill of Central Arizona","business","Scottsdale","AZ",3.0,17
"King Buffet 2000","business","Scottsdale","AZ",3.5,18
"US Nails Salon","business","Scottsdale","AZ",3.0,26
"Frasher's Steak House & Lounge","business","Scottsdale","AZ",4.0,114
"Jamba Juice","business","Scottsdale","AZ",3.5,27
"Denny's Restaurant","business","Scottsdale","AZ",3.0,19
"Sun Devil Auto","business","Scottsdale","AZ",3.0,15
"LA Fitness","business","Scottsdale","AZ",2.5,64
"Antique Centre","business","Scottsdale","AZ",2.5,9
"Einstein Bros Bagels","business","Scottsdale","AZ",3.0,19
"Shell - Circle K #6347","business","Scottsdale","AZ",4.0,4
"Bennie's Back Alley Barber Shop","business","Scottsdale","AZ",5.0,3
"Walgreens","business","Scottsdale","AZ",3.0,5
"Arby's","business","Scottsdale","AZ",3.0,4
"Volvo of Tempe","business","Tempe","AZ",4.0,20
"Granite Reef Service Center","business","Scottsdale","AZ",3.5,5
"Buggy Bath Car Wash","business","Scottsdale","AZ",2.0,4
"Sonic Drive-In","business","Scottsdale","AZ",3.0,22
"Aamco- Transmissions and Auto Repair","business","Scottsdale","AZ",3.0,6
"Jiffy Lube","business","Scottsdale","AZ",3.0,10
"British Open English Pub & Grill","business","Scottsdale","AZ",3.5,73
"Playa Bar the","business","Scottsdale","AZ",3.0,3
"Penske Automotive Collision","business","Scottsdale","AZ",5.0,14
"Frys Store","business","Scottsdale","AZ",3.0,3
"Super Burrito","business","Scottsdale","AZ",3.5,42
"Fiesta Burrito","business","Scottsdale","AZ",4.0,136
"Jordan's Bob Alignment & Brake Specialists","business","Scottsdale","AZ",5.0,4
"El Dorado Bar and Grill","business","Scottsdale","AZ",4.0,17
"Flicka's Baja Cantina","business","Scottsdale","AZ",3.5,44
"Smart & Final","business","Scottsdale","AZ",3.5,7
"Aztec Animal Hospital of Scottsdale","business","Scottsdale","AZ",3.5,9
"Family Pet Hospital","business","Scottsdale","AZ",4.5,10
"Pep Boys","business","Scottsdale","AZ",4.0,18
"Water 'n Ice","business","Scottsdale","AZ",4.5,8
"Pizza Hut","business","Scottsdale","AZ",2.0,9
"American Chiropractic Center","business","Scottsdale","AZ",5.0,22
"Harper's Nurseries & Landscape","business","Scottsdale","AZ",4.5,10
"Barry's Dance Theatre Shop","business","Scottsdale","AZ",4.0,8
"Five Star Ford","business","Scottsdale","AZ",3.0,4
"Taco Bell","business","Scottsdale","AZ",4.5,14
"Lewis Appliance Service","business","Scottsdale","AZ",4.0,3
"Audio Wizard","business","Scottsdale","AZ",2.5,4
"HomeTown Buffet","business","Scottsdale","AZ",1.5,22
"McDonald's","business","Scottsdale","AZ",2.5,8
"Jack in the Box","business","Scottsdale","AZ",3.0,7
"Bob's Bike Shop","business","Scottsdale","AZ",5.0,26
"Dairy Queen","business","Scottsdale","AZ",4.0,16
"Great Clips","business","Scottsdale","AZ",3.5,5
"Salt Cellar","business","Scottsdale","AZ",3.5,221
"The Longshot Bar & Grill","business","Scottsdale","AZ",2.5,4
"Rogue Bar","business","Scottsdale","AZ",3.5,63
"Caren P Hull DDS","business","Scottsdale","AZ",5.0,4
"Mastel Cleaners-Laundry","business","Scottsdale","AZ",2.5,3
"Starbucks","business","Scottsdale","AZ",4.0,11
"On the Rocks","business","Scottsdale","AZ",3.5,3
"Twila's Barber Shop","business","Scottsdale","AZ",4.5,8
"Antique Trove","business","Scottsdale","AZ",4.0,31
"Triangles","business","Scottsdale","AZ",4.0,9
"Albertsons","business","Scottsdale","AZ",4.0,13
"Paul's Ace Hardware","business","Scottsdale","AZ",4.0,25
"BEST WESTERN Papago Inn & Resort","business","Scottsdale","AZ",4.0,28
"Midas Auto Service","business","Scottsdale","AZ",3.0,15
"Lesco Optique","business","Scottsdale","AZ",5.0,14
"Advanced Auto Service & Tire Centers","business","Scottsdale","AZ",4.5,8
"The Sub Shop","business","Scottsdale","AZ",3.5,3
"Coronado Golf Course & Lighted Driving Range","business","Scottsdale","AZ",3.5,15
"Peter Piper Pizza","business","Scottsdale","AZ",2.5,12
"Babe's Cabaret","business","Scottsdale","AZ",2.5,13
"Brake Masters","business","Scottsdale","AZ",4.5,9
"Water Mart","business","Scottsdale","AZ",4.5,3
"Vision Quest Metaphysical Bookstore & Psychic Reading Hotline","business","Scottsdale","AZ",2.5,11
"Hertz Rent A Car","business","Scottsdale","AZ",2.5,3
"The Dirty Drummer","business","Scottsdale","AZ",3.5,14
"Sally Beauty Supply","business","Scottsdale","AZ",3.5,6
"Hospitality Suite Resort","business","Scottsdale","AZ",4.0,38
"Boston Market","business","Scottsdale","AZ",4.0,9
"Chapman Scottsdale Autoplex","business","Scottsdale","AZ",2.5,13
"Arizona Spay & Neuter Clinic","business","Scottsdale","AZ",4.0,15
"Sam's Market & Liquor","business","Scottsdale","AZ",3.5,4
"Vision Quest Metaphysical Bookstore","business","Scottsdale","AZ",2.5,16
"French's Meat Shoppe","business","Scottsdale","AZ",5.0,4
"Rage Cycles","business","Scottsdale","AZ",4.5,46
"German Car Service","business","Scottsdale","AZ",4.0,9
"Action Auto Title","business","Scottsdale","AZ",4.5,7
"Chief Dodge Indian Jewelry & Fine Indian Arts","business","Scottsdale","AZ",5.0,9
"Molly Maid","business","Scottsdale","AZ",3.5,13
"Papa John's","business","Scottsdale","AZ",4.0,5
"First Class Auto Service","business","Scottsdale","AZ",4.5,23
"Q Nails","business","Scottsdale","AZ",2.5,5
"HomeSpec Inspection Services","business","Scottsdale","AZ",5.0,3
"China Wok","business","Scottsdale","AZ",3.5,85
"Subway","business","Scottsdale","AZ",4.0,3
"AutoZone","business","Scottsdale","AZ",4.5,8
"Supercuts","business","Scottsdale","AZ",2.5,4
"Carneceria El Rancho","business","Scottsdale","AZ",4.0,7
"Gel-Q Nail & Spa","business","Scottsdale","AZ",3.5,21
"Atlas Bistro","business","Scottsdale","AZ",4.0,76
"New China Gate","business","Scottsdale","AZ",3.5,64
"JJ's Sports Cantina","business","Scottsdale","AZ",3.5,10
"Defalco's Italian Grocery","business","Scottsdale","AZ",4.5,469
"La Milk Depot","business","Scottsdale","AZ",5.0,8
"Scottsdale Sidewalk Surfer","business","Scottsdale","AZ",4.5,10
"Pop the Soda Shop","business","Scottsdale","AZ",4.5,50
"Discount Tire - Scottsdale","business","Scottsdale","AZ",4.5,33
"Fantastic Sam's","business","Scottsdale","AZ",3.0,5
"Burger King","business","Scottsdale","AZ",2.5,8
"Ancala Country Club","business","Scottsdale","AZ",3.5,3
"Jiffy Lube","business","Scottsdale","AZ",5.0,4
"Blockbuster Video","business","Scottsdale","AZ",3.5,3
"Hillside Animal Hospital","business","Scottsdale","AZ",4.5,10
"The Equestrian Apartments","business","Scottsdale","AZ",2.0,3
"Safeway","business","Scottsdale","AZ",3.5,5
"St Anthony On the Desert Episcopal Church","business","Scottsdale","AZ",5.0,3
"Ancala Eye Care","business","Scottsdale","AZ",5.0,5
"Advanced Auto Service & Tire Centers","business","Scottsdale","AZ",4.5,4
"Smiley Nail","business","Scottsdale","AZ",3.0,7
"Arizona Culinary Institute","business","Scottsdale","AZ",4.5,11
"Pat's Cleaners","business","Scottsdale","AZ",4.0,5
"Francis & Sons Car Wash","business","Scottsdale","AZ",2.0,17
"Domino's Pizza","business","Scottsdale","AZ",3.0,6
"Dairy Queen","business","Scottsdale","AZ",3.0,8
"McDonald's","business","Scottsdale","AZ",2.5,7
"The Good Egg - Ancala","business","Scottsdale","AZ",2.5,37
"Delia's Cleaners","business","Scottsdale","AZ",2.5,6
"Arby's","business","Scottsdale","AZ",1.5,6
"Cupz Coffee","business","Tempe","AZ",3.0,29
"Four Sons Food Stores","business","Scottsdale","AZ",3.5,3
"Ace Hardware","business","Scottsdale","AZ",4.5,5
"George & Son's Asian Cuisine","business","Scottsdale","AZ",4.0,115
"Pizza Hut","business","Scottsdale","AZ",2.5,5
"Subway","business","Scottsdale","AZ",3.5,6
"Walgreens","business","Scottsdale","AZ",2.5,3
"Albertsons","business","Scottsdale","AZ",3.0,9
"S & N Tailoring","business","Scottsdale","AZ",3.0,6
"Edmar Fine Jewelry","business","Scottsdale","AZ",4.5,3
"Aj's Sewing- Alterations & Embroidery","business","Scottsdale","AZ",3.5,7
"Taliesin West","business","Scottsdale","AZ",4.5,133
"Courtyard Scottsdale at Mayo Clinic","business","Scottsdale","AZ",3.5,6
"Mission Montessori on the Desert","business","Scottsdale","AZ",3.5,3
"Lifescape Medical Associates","business","Scottsdale","AZ",4.5,9
"James W Jenista DDS","business","Scottsdale","AZ",4.0,4
"Grocery Station","business","Scottsdale","AZ",5.0,4
"Animal Clinic Del Rancho","business","Scottsdale","AZ",4.5,9
"Tonto Verde","business","Rio Verde","AZ",3.5,8
"Truwest Credit Union","business","Tempe","AZ",5.0,3
"Sullivan's Pier","business","Mesa","AZ",4.0,4
"Chevron","business","Phoenix","AZ",3.5,3
"Public Storage","business","Tempe","AZ",5.0,4
"Fascinations","business","Tempe","AZ",3.5,17
"Einstein Bros Bagels","business","Tempe","AZ",4.0,20
"Asian Auto Service","business","Tempe","AZ",4.5,19
"Yucatecan Imports","business","Tempe","AZ",4.5,9
"Ruby Tuesday","business","Tempe","AZ",2.5,8
"RA Sushi Bar Restaurant","business","Tempe","AZ",3.0,203
"Four Peaks Brewing Co","business","Tempe","AZ",4.5,1110
"Sushi 101 Bar and Grill","business","Tempe","AZ",3.5,174
"Grilled Expedition On Mill Cafe","business","Tempe","AZ",3.0,5
"Silver Mine Subs","business","Tempe","AZ",3.5,49
"Earnhardt's Chrysler Jeep","business","Tempe","AZ",2.5,3
"Fiesta Bowl","business","Tempe","AZ",5.0,4
"Rolling Hills Golf Course","business","Tempe","AZ",3.5,10
"Escalante Senior Center","business","Tempe","AZ",4.5,4
"Childsplay","business","Tempe","AZ",5.0,8
"Here On The Corner","business","Tempe","AZ",3.5,11
"Blue Nile Cafe","business","Tempe","AZ",4.0,103
"Z'Tejas Southwestern Grill","business","Tempe","AZ",3.5,169
"Plaid Eatery","business","Tempe","AZ",3.0,12
"The Bass Place","business","Peoria","AZ",4.5,3
"Cheba Hut","business","Tempe","AZ",4.0,203
"Baja Fresh Mexican Grill","business","Tempe","AZ",3.0,17
"The Pita Pit","business","Tempe","AZ",3.0,25
"Broadway Coin Laundromat","business","Tempe","AZ",3.0,4
"McDonald's","business","Tempe","AZ",2.0,6
"Rollerz","business","Tempe","AZ",2.0,4
"Comfort Suites Airport","business","Tempe","AZ",4.5,12
"Guardsman Furniturepro","business","Tempe","AZ",5.0,3
"Red Roof Inns","business","Tempe","AZ",3.5,21
"Fatburger","business","Tempe","AZ",3.0,45
"Albertsons","business","Mesa","AZ",1.5,3
"Cold Stone Creamery","business","Tempe","AZ",4.0,9
"Xtreme Motorsports","business","Tempe","AZ",3.5,8
"Bruegger's Bagels","business","Tempe","AZ",4.5,4
"Southwest Institute of Healing Arts","business","Tempe","AZ",4.0,39
"Grooming Humans Hair Studio","business","Tempe","AZ",4.5,45
"Del Taco","business","Tempe","AZ",3.0,3
"Carlyn's  Barber Shop","business","Tempe","AZ",5.0,8
"Mr.Electric of Phoenix Metro","business","Tempe","AZ",5.0,3
"Homestead Studio Suites Hotel","business","Tempe","AZ",3.5,4
"Food City","business","Tempe","AZ",3.5,6
"Hampton Inn & Suites","business","Tempe","AZ",3.0,19
"Hoodlums Music and Movies","business","Tempe","AZ",4.5,33
"Anton Sport","business","Tempe","AZ",5.0,4
"Churchill's Fine Cigars","business","Tempe","AZ",4.5,11
"D & D Discount Motorcycles","business","Tempe","AZ",4.0,5
"Chili's Grill & Bar","business","Tempe","AZ",3.5,54
"Picnic Company Restaurants","business","Tempe","AZ",4.5,7
"Gordon Biersch Brewery Restaurant","business","Tempe","AZ",3.5,192
"Ramada Tempe","business","Tempe","AZ",2.0,8
"Living Ghost Tattoo","business","Tempe","AZ",4.0,5
"Texano's Carne Asada","business","Tempe","AZ",3.5,11
"Arizona State University Tempe campus","business","Tempe","AZ",3.5,61
"Arizona Auto Wash","business","Tempe","AZ",3.5,4
"MasterCuts","business","Tempe","AZ",2.5,4
"Quality Inn At ASU","business","Tempe","AZ",3.5,3
"T's Liquor & Convenient Mart","business","Tempe","AZ",4.5,14
"Z Gallerie","business","Tempe","AZ",4.5,7
"BEST WESTERN Inn Of Tempe","business","Tempe","AZ",3.5,19
"Tempe St. Luke's Hospital","business","Tempe","AZ",2.5,12
"Enterprise Rent-A-Car","business","Tempe","AZ",3.5,10
"Pita Jungle","business","Tempe","AZ",4.0,323
"Accurate Air Conditioning & Heating","business","Tempe","AZ",4.5,6
"Bank Of America","business","Tempe","AZ",3.5,5
"Lawrence M Irene & Associates Optometrists","business","Tempe","AZ",4.0,4
"Baskin-Robbins","business","Tempe","AZ",4.0,9
"Venturi Technologies","business","Tempe","AZ",2.5,3
"Seal Out Scorpions","business","Tempe","AZ",5.0,12
"Kelly Paper Store","business","Tempe","AZ",4.5,6
"Marquee Theatre","business","Tempe","AZ",2.5,199
"Fairfield Inn by Marriott","business","Phoenix","AZ",4.0,10
"Mill's End Cafe","business","Tempe","AZ",3.0,13
"Café Lalibela","business","Tempe","AZ",4.0,254
"Gus's New York Pizza","business","Tempe","AZ",2.0,111
"3 Margaritas","business","Tempe","AZ",3.0,13
"Maaco Auto Body Repair Shop & Car Painting","business","Tempe","AZ",4.5,3
"Khai Hoan Restaurant","business","Tempe","AZ",4.0,190
"Kolby's Corner Pocket Billards","business","Tempe","AZ",4.0,7
"Future Service Automotive","business","Tempe","AZ",5.0,16
"Coffee Plantation","business","Tempe","AZ",2.5,19
"The Alternative","business","Tempe","AZ",2.0,10
"Kustom Koachworks","business","Tempe","AZ",4.5,13
"Harlow's Cafe","business","Tempe","AZ",4.0,268
"KJZZ 91.5 FM","business","Tempe","AZ",4.5,16
"Golfland Sunsplash","business","Mesa","AZ",3.5,79
"Walgreens","business","Tempe","AZ",3.0,14
"Regency Cleaners","business","Tempe","AZ",1.5,7
"Samurai Sam's Teriyaki Grill","business","Tempe","AZ",5.0,3
"Hippie Gypsy","business","Tempe","AZ",3.0,24
"Oregano's Pizza Bistro","business","Tempe","AZ",4.0,308
"Campus Corner","business","Tempe","AZ",4.0,4
"Fantasy Costumes","business","Tempe","AZ",4.5,3
"Dunkin Donuts","business","Tempe","AZ",3.0,21
"Ash Avenue Comics & Books","business","Tempe","AZ",4.5,18
"Oscar's Pizza","business","Phoenix","AZ",2.5,3
"Copper Kettle-Salads Balti & Taandoori Grill","business","Tempe","AZ",3.0,11
"CSL Plasma Services","business","Tempe","AZ",4.0,8
"Tempe Mission Palms Hotel","business","Tempe","AZ",3.5,75
"Hollywood Video","business","Tempe","AZ",3.0,3
"FedEx Office Print & Ship Center","business","Tempe","AZ",3.0,16
"Shuman's Auto Clinic","business","Tempe","AZ",4.5,13
"Maloney's On Campus","business","Tempe","AZ",3.0,8
"Vine Tavern & Eatery","business","Tempe","AZ",3.5,61
"Jiffy Lube","business","Tempe","AZ",2.5,3
"Arbour Park Apartments","business","Tempe","AZ",1.5,3
"Apparel Pro Health Care Wear","business","Tempe","AZ",3.5,7
"One Stop Nutrition","business","Scottsdale","AZ",4.5,18
"ENT Specialists of Arizona PC","business","Tempe","AZ",3.0,8
"Salado Springs Apartments","business","Tempe","AZ",4.5,4
"Sabuddy","business","Tempe","AZ",4.5,6
"Tessio's Pizza","business","Tempe","AZ",3.5,67
"International House of Pancakes","business","Tempe","AZ",3.5,22
"El Tlacoyo","business","Tempe","AZ",4.0,19
"Villatree","business","Tempe","AZ",1.0,3
"Coyote Plumbing & Rooter","business","Tempe","AZ",4.5,3
"Cactus Sports","business","Tempe","AZ",4.0,6
"King Tut Cafe & Catering","business","Tempe","AZ",4.0,28
"Sail Inn","business","Tempe","AZ",4.0,40
"Delhi Palace Cuisine of India","business","Tempe","AZ",3.5,107
"Aikido Kokikai Southwest","business","Tempe","AZ",5.0,3
"Consolidated Auto Sales","business","Phoenix","AZ",4.0,5
"Whataburger","business","Tempe","AZ",4.0,21
"A & N Sunvalley Dental Center","business","Tempe","AZ",3.0,12
"Arizona","business","Tempe","AZ",4.5,7
"Phil's Lawnmower Repair","business","Tempe","AZ",3.0,5
"Minder-Binders Restaurant","business","Tempe","AZ",4.5,5
"ASU Karsten Golf Course","business","Tempe","AZ",4.5,25
"Phoenix Rock Gym","business","Tempe","AZ",4.0,68
"Borders Books Music Movies & Cafe","business","Tempe","AZ",2.5,5
"Kohinoor Cuisine of India","business","Tempe","AZ",3.5,43
"Tempe Improv","business","Tempe","AZ",3.5,132
"Arizona Hi-Fi","business","Phoenix","AZ",4.5,8
"Dilly's Deli","business","Tempe","AZ",4.0,111
"Library Bar & Grill","business","Tempe","AZ",3.0,40
"Rula Bula","business","Tempe","AZ",3.5,304
"Oceanside Ice Arena","business","Tempe","AZ",4.0,5
"Rent A Vette","business","Tempe","AZ",5.0,4
"Star Liquor & Convenience","business","Tempe","AZ",4.5,10
"Smokin' Lingerie","business","Tempe","AZ",4.5,4
"Green","business","Tempe","AZ",4.5,648
"Pure Fitness","business","Tempe","AZ",3.0,9
"Tri-City Autocare","business","Tempe","AZ",3.5,3
"Jim's Coney Island Cafe","business","Tempe","AZ",3.5,48
"Salvation Army","business","Tempe","AZ",3.0,13
"Motel 6","business","Tempe","AZ",2.0,10
"Myers European Auto Specialists","business","Tempe","AZ",4.5,11
"Philly's Sports Bar & Grill","business","Tempe","AZ",4.0,59
"Big Lots","business","Tempe","AZ",3.5,8
"Big Surf Waterpark","business","Tempe","AZ",3.5,58
"The Blue Jean Buyer","business","Tempe","AZ",5.0,10
"Lo Cascio's Italian Restaurant","business","Tempe","AZ",3.5,50
"Snow Nails","business","Tempe","AZ",4.0,17
"Sun Valley Imports","business","Tempe","AZ",5.0,5
"Sunchain Tanning","business","Tempe","AZ",4.0,8
"Smith Enterprise","business","Tempe","AZ",5.0,3
"ASU Gammage","business","Tempe","AZ",3.5,101
"Mill Cue Club","business","Tempe","AZ",3.5,73
"Tasty Kabob","business","Tempe","AZ",4.0,80
"In Season Deli","business","Tempe","AZ",3.5,22
"Rosita's Fine Mexican Food","business","Tempe","AZ",3.0,96
"Arizona Lucky Star Transmissions","business","Mesa","AZ",3.5,3
"Arizona Pet Resort","business","Tempe","AZ",4.0,13
"The Mat Corner","business","Tempe","AZ",3.5,3
"Red Sea Hookah Lounge","business","Tempe","AZ",3.5,28
"QuikTrip","business","Tempe","AZ",4.5,15
